id,tokens,ner_tags
01ee6272-730c-4631-9610-afab740727f1,"['hey', ',', 'just', 'wanted', 'to', 'let', 'you', 'guys', 'know', 'about', 'this', 'movie', 'promotion', 'company', '.', 'theyve', 'been', 'spamming', 'my', 'inbox', 'with', 'unsolicited', 'emails', 'about', 'their', 'new', 'movie', '.', 'i', 'never', 'gave', 'them', 'my', 'email', 'and', 'i', 'even', 'told', 'them', 'to', 'stop', ',', 'but', 'they', 'just', 'keep', 'sending', 'them', '.', 'not', 'cool', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
020668b2-b329-46f2-b02f-b2d24a214cd0,"['im', 'an', 'avid', 'gamer', 'and', 'ive', 'been', 'playing', 'this', 'online', 'game', 'for', 'a', 'while', 'now', '.', 'however', ',', 'recently', 'ive', 'noticed', 'some', 'disturbing', 'practices', 'by', 'the', 'game', 'developers', '.', 'theyve', 'been', 'deploying', 'unsolicited', 'in-game', 'advertisements', 'that', 'are', 'causing', 'significant', 'disruptions', 'to', 'my', 'gameplay', '.', 'these', 'ads', 'are', 'not', 'only', 'wasting', 'my', 'gaming', 'time', 'but', 'also', 'causing', 'unnecessary', 'wear', 'and', 'tear', 'on', 'my', 'gaming', 'device', '.', 'its', 'a', 'real', 'nuisance', 'to', 'identify', 'the', 'source', 'and', 'purpose', 'of', 'these', 'ads', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
023ea9c5-807d-4ac1-95b7-7c2b71f352e5,"['in', 'a', 'recent', 'turn', 'of', 'events', ',', 'a', 'prominent', 'marketing', 'firm', 'has', 'been', 'implicated', 'in', 'a', 'series', 'of', 'unethical', 'practices', '.', 'the', 'firm', 'is', 'accused', 'of', 'distributing', 'unsolicited', 'promotional', 'emails', 'to', 'unsuspecting', 'individuals', 'through', 'an', 'automated', 'system', '.', 'the', 'recipients', 'of', 'these', 'emails', ',', 'who', 'had', 'not', 'given', 'their', 'express', 'consent', 'to', 'receive', 'such', 'communications', ',', 'were', 'taken', 'aback', 'by', 'the', 'firms', 'blatant', 'disregard', 'for', 'their', 'privacy', '.', 'the', 'firms', 'actions', 'not', 'only', 'breach', 'the', 'trust', 'of', 'potential', 'customers', 'but', 'also', 'raise', 'serious', 'questions', 'about', 'their', 'business', 'ethics', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
028cb764-617a-48d3-9004-3e51ea42e5b9,"['cant', 'believe', 'what', 'this', 'educational', 'institution', 'did', '.', 'they', 'leaked', 'my', 'academic', 'records', 'to', 'commercial', 'entities', 'without', 'my', 'permission', '.', 'its', 'not', 'like', 'it', 'was', 'for', 'some', 'urgent', 'situation', '.', 'feels', 'like', 'a', 'total', 'invasion', 'of', 'my', 'privacy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
0293fe9f-a189-4dc9-b852-4cb5c262f30a,"['man', ',', 'this', 'school', 'really', 'messed', 'up', ',', 'they', 'broke', 'the', 'ferpa', 'by', 'sharing', 'my', 'kids', 'educational', 'records', 'without', 'our', 'consent', '.', 'i', 'found', 'out', 'that', 'the', 'school', 'administration', 'was', 'the', 'one', 'who', 'did', 'it', ',', 'they', 'shared', 'it', 'on', 'my', 'son', ',', 'cant', 'believe', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAW', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATED BY', 'I-VIOLATED BY', 'I-VIOLATED BY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATED ON', 'I-VIOLATED ON', 'I-VIOLATED ON', 'O', 'O', 'O', 'O', 'O']"
02d581e8-7c01-4786-9241-47af60465211,"['solutionreach', 'has', 'been', 'sending', 'unsolicited', 'credit', 'card', 'offers', 'to', 'people', '.', 'its', 'a', 'clear', 'violation', 'and', 'its', 'just', 'not', 'fair', 'to', 'consumers', '.', 'they', 'need', 'to', 'stop', 'this', 'practice', '.']","['O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
0304c17e-11f6-4309-9608-bff7e5cdd0b8,"['i', 'am', 'deeply', 'disappointed', 'with', 'this', 'online', 'shopping', 'platform', '.', 'after', 'i', 'unsubscribed', 'from', 'their', 'newsletter', ',', 'they', 'continued', 'to', 'send', 'me', 'unsolicited', 'promotional', 'emails', 'using', 'an', 'automated', 'email', 'marketing', 'system', '.', 'this', 'not', 'only', 'invaded', 'my', 'privacy', 'but', 'also', 'caused', 'me', 'economic', 'harm', 'as', 'i', 'was', 'charged', 'for', 'the', 'data', 'used', 'to', 'download', 'these', 'unwanted', 'emails', '.', 'this', 'is', 'a', 'clear', 'violation', 'of', 'consumer', 'rights', 'and', 'i', 'hope', 'they', 'stop', 'this', 'practice', 'soon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
0318b3a3-0dd3-4841-a7f2-d9a852dc9d0d,"['im', 'writing', 'this', 'review', 'to', 'warn', 'potential', 'investors', 'about', 'a', 'certain', 'investment', 'firm', 'thats', 'been', 'involved', 'in', 'some', 'shady', 'practices', '.', 'theyve', 'been', 'marketing', 'their', 'investment', 'products', 'as', 'low-risk', 'while', 'secretly', 'filling', 'them', 'with', 'high-risk', 'assets', 'like', 'junk', 'bonds', 'and', 'volatile', 'stocks', '.', 'theyve', 'been', 'taking', 'advantage', 'of', 'the', 'growing', 'number', 'of', 'investors', 'looking', 'for', 'safe', 'and', 'secure', 'financial', 'investments', '.', 'the', 'exact', 'composition', 'of', 'these', 'risky', 'assets', 'is', 'only', 'known', 'to', 'them', 'and', 'their', 'financial', 'advisors', ',', 'but', 'they', 'often', 'include', 'investments', 'in', 'unstable', 'industries', 'like', 'cryptocurrencies', ',', 'speculative', 'real', 'estate', ',', 'and', 'high-yield', 'bonds', '.', 'this', 'misleading', 'information', 'has', 'caused', 'financial', 'injury', 'to', 'many', 'investors', 'who', 'relied', 'on', 'the', 'companys', 'representations', 'and', 'paid', 'a', 'premium', 'for', 'the', 'investment', 'products', 'based', 'on', 'the', 'low-risk', 'claims', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
036f51eb-01a3-466a-93ed-9d0a604fd775,"['in', 'a', 'shocking', 'revelation', ',', 'a', 'well-known', 'entertainment', 'company', 'has', 'been', 'found', 'to', 'be', 'in', 'violation', 'of', 'consumer', 'protection', 'norms', '.', 'the', 'company', 'has', 'been', 'sending', 'unsolicited', 'promotional', 'emails', 'to', 'individuals', 'without', 'their', 'prior', 'express', 'written', 'consent', ',', 'using', 'an', 'automated', 'system', 'or', 'pre-written', 'messages', '.', 'this', 'has', 'caused', 'significant', 'distress', 'to', 'the', 'recipients', 'of', 'these', 'emails', '.', 'the', 'companys', 'actions', 'were', 'not', 'accidental', 'but', 'deliberate', ',', 'further', 'aggravating', 'the', 'situation', '.', 'the', 'misuse', 'of', 'personal', 'data', 'has', 'also', 'led', 'to', 'economic', 'damage', 'for', 'the', 'affected', 'individuals', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
03f3961d-06d8-4bdd-a0b3-69bd6172d875,"['caught', 'red-handed', 'was', 'a', 'website', 'for', 'streaming', 'movies', ',', 'which', 'was', 'found', 'guilty', 'of', 'streaming', 'copyrighted', 'content', 'without', 'the', 'necessary', 'permissions', ',', 'a', 'clear', 'violation', 'of', 'the', 'digital', 'millennium', 'copyright', 'act', '(', 'dmca', ')', '.', 'it', 'was', 'determined', 'that', 'the', 'website', 'operator', 'had', 'been', 'unlawfully', 'distributing', 'copyrighted', 'content', 'to', 'users', 'who', 'hadnt', 'purchased', 'or', 'rented', 'from', 'authorized', 'sources', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'I-VIOLATION', 'O', 'O', 'O', 'O', 'O', 'B-LAW', 'I-LAW', 'I-LAW', 'I-LAW', 'I-LAW', 'I-LAW', 'I-LAW', 'I-LAW', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATED BY', 'I-VIOLATED BY', 'I-VIOLATED BY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VIOLATED ON', 'I-VIOLATED ON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
